Protein.IDs	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3
ENSG00000169020	21.3558994881828	22.4309935425354	21.5899857285884	22.5088161049173	22.0536448730199	22.8052439866802	23.1137205494686	23.4770427801644	21.0670377709982	20.9392664143694	20.110315075306	21.5032453792951	22.8237264135592	21.9889495211621	22.1925577081102	22.1247094884691
ENSG00000242372	23.4965563702841	23.6662240028032	23.2889798163402	23.3597109603025	23.2019031459128	23.4415177156285	23.2278644445438	22.5644649184836	23.9895386379615	23.4809913150708	23.7513389230725	23.7220278503744	23.2206652717442	23.1962551168668	23.1780070607821	23.6151527472743
ENSG00000175029	18.7153520718081	19.0961746602069	19.8296917703169	19.5196823190901	19.1306158071874	17.8726147667249	20.8698920044233	19.1112834296638	19.9140785035166	19.5430053798705	18.619775789322	18.3394324959968	17.763316124234	19.2705234674408	19.6807853018789	19.5826087763178
ENSG00000109133	20.9807811039567	23.1640604902201	22.4727612320456	22.6474619398718	22.6792996826188	22.6438782033861	22.6357322887781	23.2129552526628	22.0937463734857	21.8856159486651	21.3319971996889	22.1983850877864	22.4679447960125	22.1019743889815	22.0961939670613	22.3085256838019
ENSG00000213463	20.1043120860844	19.323358281415	19.8121522306469	18.5927708990869	19.5491303623014	18.9432359473493	17.9525933852048	19.210219479685	20.2756016608522	20.4904239390103	19.8323986756421	20.8058540598222	19.8227077450552	19.4851846552734	19.326609426545	18.04963587236
ENSG00000179409	18.0672347662932	18.5276831691647	18.9869308389736	19.4264858994419	17.1990204699148	18.4462917746366	18.2794836287493	18.6448068717402	19.6623519725314	19.6400648423363	19.3105018418134	20.2583359940201	18.8239518231221	19.8182201601977	19.1652848698648	19.2296168360715
ENSG00000111581	21.5267857629284	21.31589472801	21.3346180982207	21.0948740705814	21.000789528255	20.5068809000116	19.7917129790739	20.2146606274992	20.9505587447089	20.7738635926518	21.4251134355241	21.2724156463746	20.712466546554	20.183863110526	20.8190158544423	20.1168008235543
ENSG00000105887	25.3618872995912	25.3131288240936	25.2898944953697	25.5206728673031	25.129316037236	24.9847668125059	24.9535368114751	24.2589685154216	25.5331462427686	25.0221679818081	25.3709257477984	25.2980656450987	25.0520034589515	24.943421975068	24.9546908255368	25.2181910139675
ENSG00000111669	29.1951898898729	28.8907301330648	29.0038619851555	29.0911624380681	28.8015324846153	28.9428796999279	28.8908460750447	28.5434417612698	29.1728605847752	28.8889028167522	29.336390816829	29.1495262671883	29.0515212496475	28.8860557163295	28.87859177481	29.127359066883
ENSG00000104408	23.3950602465865	23.6022956238236	23.4430366086	23.7582695801866	23.2934772619024	23.4316057403059	23.6528318467136	22.5970068218383	23.8386515114487	23.5346904391642	23.7969925476373	23.4658792343339	23.4073020002906	23.129355346121	23.0629934282124	23.4232934203948
